Year,State,District,Water Level,avg_depth
2022,Chhattisgarh,Surajpur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Mungeli,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Jashpur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Janjgir-Champa,0 to 2 Post Monsoon (in mbgl),1.0
2022,Chhattisgarh,Balrampur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Bilaspur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Korba,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Mahasamund,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Koriya,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Rajnandgaon,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Raigarh,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Bemetara,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Durg,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Balod,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Raipur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Kanker (North Bastar),2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Gariyaband,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Kondagaon,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Dhamtari,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Bastar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Kawardha/ Kabirdham,2 to 5 Post Monsoon (in mbgl),3.5
2022,Chhattisgarh,Surguja,2 to 5 Post Monsoon (in mbgl),3.5
2022,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Dadra and Nagar Haveli,Dadra and Nagar Haveli,0 to 2 Post Monsoon (in mbgl),1.0
2022,Daman and Diu,Daman,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Daman and Diu,Diu,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Daman and Diu,Daman,2 to 5 Post Monsoon (in mbgl),3.5
2022,Daman and Diu,Diu,5 to 10 Post Monsoon (in mbgl),7.5
2022,Delhi,South-East Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Delhi,Central Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Delhi,Shahdara,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Delhi,West Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Delhi,South Delhi,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Delhi,East Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Delhi,South-West Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Delhi,North Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Delhi,New Delhi,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Delhi,North-West Delhi,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Delhi,North-East Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Delhi,South-East Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2022,Delhi,Central Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2022,Delhi,Shahdara,10 to 20 Post Monsoon (in mbgl),15.0
2022,Delhi,West Delhi,2 to 5 Post Monsoon (in mbgl),3.5
2022,Delhi,South Delhi,20 to 40 Post Monsoon (in mbgl),30.0
2022,Delhi,East Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2022,Delhi,South-West Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2022,Delhi,North Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2022,Delhi,New Delhi,20 to 40 Post Monsoon (in mbgl),30.0
2022,Delhi,North-West Delhi,2 to 5 Post Monsoon (in mbgl),3.5
2022,Delhi,North-East Delhi,10 to 20 Post Monsoon (in mbgl),15.0
2022,Goa,Quepem,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Goa,Ponda,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Goa,Tiswadi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Goa,Canacona,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Goa,Pernem,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Goa,Satari,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Goa,Bicholim,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Goa,Bardez,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Goa,Sanguem,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Goa,Mormugao,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Goa,Salcete,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Goa,Quepem,2 to 5 Post Monsoon (in mbgl),3.5
2022,Goa,Ponda,5 to 10 Post Monsoon (in mbgl),7.5
2022,Goa,Tiswadi,2 to 5 Post Monsoon (in mbgl),3.5
2022,Goa,Canacona,5 to 10 Post Monsoon (in mbgl),7.5
2022,Goa,Pernem,2 to 5 Post Monsoon (in mbgl),3.5
2022,Goa,Satari,2 to 5 Post Monsoon (in mbgl),3.5
2022,Goa,Bicholim,2 to 5 Post Monsoon (in mbgl),3.5
2022,Goa,Bardez,2 to 5 Post Monsoon (in mbgl),3.5
2022,Goa,Sanguem,5 to 10 Post Monsoon (in mbgl),7.5
2022,Goa,Mormugao,2 to 5 Post Monsoon (in mbgl),3.5
2022,Goa,Salcete,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Porbandar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Bharuch,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Patan,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Chhota Udaipur,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Jamnagar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Panchmahal,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Morbi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Aravalli,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Surendranagar,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Gujarat,Kachchh,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Kheda,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Gujarat,Dahod,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Tapi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Ahmedabad,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Gujarat,Gir Somnath,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Mahesana,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Bhavnagar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Surat,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Mahisagar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Anand,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Gujarat,Banaskantha,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Gujarat,Narmada,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Dang,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Rajkot,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Gandhinagar,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Gujarat,Botad,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Gujarat,Navsari,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Vadodara,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Sabarkantha,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Junagadh,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Gujarat,Valsad,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Gujarat,Amreli,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Devbhumi Dwarka,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Gujarat,Porbandar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Bharuch,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Patan,10 to 20 Post Monsoon (in mbgl),15.0
2022,Gujarat,Chhota Udaipur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Jamnagar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Panchmahal,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Morbi,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Aravalli,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Surendranagar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Kachchh,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Kheda,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Dahod,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Tapi,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Ahmedabad,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Gir Somnath,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Mahesana,10 to 20 Post Monsoon (in mbgl),15.0
2022,Gujarat,Bhavnagar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Surat,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Mahisagar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Anand,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Banaskantha,10 to 20 Post Monsoon (in mbgl),15.0
2022,Gujarat,Narmada,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Dang,0 to 2 Post Monsoon (in mbgl),1.0
2022,Gujarat,Rajkot,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Gandhinagar,10 to 20 Post Monsoon (in mbgl),15.0
2022,Gujarat,Botad,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Navsari,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Vadodara,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Sabarkantha,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Junagadh,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Valsad,2 to 5 Post Monsoon (in mbgl),3.5
2022,Gujarat,Amreli,5 to 10 Post Monsoon (in mbgl),7.5
2022,Gujarat,Devbhumi Dwarka,2 to 5 Post Monsoon (in mbgl),3.5
2022,Haryana,Rohtak,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Haryana,Kaithal,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Haryana,Faridabad,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Haryana,Panchkula,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Gurgaon/Gururgram,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Haryana,Sirsa,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Panipat,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Bhiwani,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Palwal,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Hisar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Haryana,Fatehabad,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Haryana,Yamuna Nagar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Haryana,Rewari,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Karnal,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Haryana,Jhajjar,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Haryana,Ambala,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Jind,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Haryana,Mahendragarh,20 to 40 Pre Monsoon (in mbgl),30.0
2022,Haryana,Sonipat,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Haryana,Rohtak,0 to 2 Post Monsoon (in mbgl),1.0
2022,Haryana,Kaithal,20 to 40 Post Monsoon (in mbgl),30.0
2022,Haryana,Faridabad,20 to 40 Post Monsoon (in mbgl),30.0
2022,Haryana,Panchkula,10 to 20 Post Monsoon (in mbgl),15.0
2022,Haryana,Gurgaon/Gururgram,20 to 40 Post Monsoon (in mbgl),30.0
2022,Haryana,Sirsa,10 to 20 Post Monsoon (in mbgl),15.0
2022,Haryana,Panipat,20 to 40 Post Monsoon (in mbgl),30.0
2022,Haryana,Bhiwani,2 to 5 Post Monsoon (in mbgl),3.5
2022,Haryana,Palwal,10 to 20 Post Monsoon (in mbgl),15.0
2022,Haryana,Hisar,5 to 10 Post Monsoon (in mbgl),7.5
2022,Haryana,Fatehabad,20 to 40 Post Monsoon (in mbgl),30.0
2022,Haryana,Yamuna Nagar,10 to 20 Post Monsoon (in mbgl),15.0
2022,Haryana,Rewari,10 to 20 Post Monsoon (in mbgl),15.0
2022,Haryana,Karnal,20 to 40 Post Monsoon (in mbgl),30.0
2022,Haryana,Jhajjar,0 to 2 Post Monsoon (in mbgl),1.0
2022,Haryana,Ambala,10 to 20 Post Monsoon (in mbgl),15.0
2022,Haryana,Jind,10 to 20 Post Monsoon (in mbgl),15.0
2022,Haryana,Mahendragarh,20 to 40 Post Monsoon (in mbgl),30.0
2022,Haryana,Sonipat,2 to 5 Post Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Kullu,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Himachal Pradesh,Kangra,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Una,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Himachal Pradesh,Mandi,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Sirmaur,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Himachal Pradesh,Hamirpur,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Solan,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Himachal Pradesh,Kullu,5 to 10 Post Monsoon (in mbgl),7.5
2022,Himachal Pradesh,Kangra,2 to 5 Post Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Una,2 to 5 Post Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Mandi,2 to 5 Post Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Sirmaur,10 to 20 Post Monsoon (in mbgl),15.0
2022,Himachal Pradesh,Hamirpur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Himachal Pradesh,Solan,10 to 20 Post Monsoon (in mbgl),15.0
2022,Jammu and Kashmir,Kulgam,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jammu and Kashmir,Shopian,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Baramulla,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Jammu,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Srinagar,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Rajauri,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Anantnag,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jammu and Kashmir,Bandipora,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Reasi,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Kathua,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jammu and Kashmir,Samba,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Udhampur,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Budgam,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Ganderbal,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Pulwama,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Kupwara,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Kulgam,5 to 10 Post Monsoon (in mbgl),7.5
2022,Jammu and Kashmir,Shopian,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Baramulla,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Jammu,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Srinagar,0 to 2 Post Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Rajauri,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Anantnag,5 to 10 Post Monsoon (in mbgl),7.5
2022,Jammu and Kashmir,Bandipora,0 to 2 Post Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Reasi,0 to 2 Post Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Kathua,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Samba,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Udhampur,0 to 2 Post Monsoon (in mbgl),1.0
2022,Jammu and Kashmir,Budgam,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Ganderbal,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jammu and Kashmir,Pulwama,10 to 20 Post Monsoon (in mbgl),15.0
2022,Jammu and Kashmir,Kupwara,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Ramgarh,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Jamtara,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Kodarma,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Saraikela Kharsawan,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Bokaro,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Pakur,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Dumka,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Khunti,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Godda,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,East Singhbhum,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jharkhand,Simdega,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Lohardaga,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Garhwa,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Gumla,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Jharkhand,Deoghar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Sahibganj,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Jharkhand,Latehar,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Chatra,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Hazaribagh,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Palamu,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Ranchi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,West Singhbhum,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Giridih,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Dhanbad,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Jharkhand,Ramgarh,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Jamtara,5 to 10 Post Monsoon (in mbgl),7.5
2022,Jharkhand,Kodarma,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Saraikela Kharsawan,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Bokaro,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Pakur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Dumka,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Khunti,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Godda,5 to 10 Post Monsoon (in mbgl),7.5
2022,Jharkhand,East Singhbhum,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Simdega,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Lohardaga,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Garhwa,5 to 10 Post Monsoon (in mbgl),7.5
2022,Jharkhand,Gumla,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Deoghar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Sahibganj,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Latehar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Chatra,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Hazaribagh,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Palamu,5 to 10 Post Monsoon (in mbgl),7.5
2022,Jharkhand,Ranchi,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,West Singhbhum,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Giridih,2 to 5 Post Monsoon (in mbgl),3.5
2022,Jharkhand,Dhanbad,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Chamarajanagar,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Gadag,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Tumkur,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Karnataka,Shimoga,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Raichur,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Dharwad,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Dakshina Kannada,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Bellary,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Kodagu,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Bagalkot,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Haveri,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Chikmagalur,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Bidar,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Karnataka,Udupi,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Belgaum,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Kolar,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Bijapur,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Koppal,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Uttara Kannada,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Bangalore Rural,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Karnataka,Mysore,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Karnataka,Mandya,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Karnataka,Gulbarga,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Davangere,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Karnataka,Hassan,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Karnataka,Chitradurga,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Bangalore Urban,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Karnataka,Chamarajanagar,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Gadag,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Tumkur,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Shimoga,5 to 10 Post Monsoon (in mbgl),7.5
2022,Karnataka,Raichur,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Dharwad,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Dakshina Kannada,5 to 10 Post Monsoon (in mbgl),7.5
2022,Karnataka,Bellary,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Kodagu,5 to 10 Post Monsoon (in mbgl),7.5
2022,Karnataka,Bagalkot,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Haveri,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Chikmagalur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Bidar,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Udupi,5 to 10 Post Monsoon (in mbgl),7.5
2022,Karnataka,Belgaum,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Kolar,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Bijapur,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Koppal,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Uttara Kannada,5 to 10 Post Monsoon (in mbgl),7.5
2022,Karnataka,Bangalore Rural,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Mysore,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Mandya,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Gulbarga,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Davangere,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Hassan,2 to 5 Post Monsoon (in mbgl),3.5
2022,Karnataka,Chitradurga,0 to 2 Post Monsoon (in mbgl),1.0
2022,Karnataka,Bangalore Urban,2 to 5 Post Monsoon (in mbgl),3.5
2022,Kerala,Thrissur,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Ernakulam,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Kasaragod,10 to 20 Pre Monsoon (in mbgl),15.0
2022,Kerala,Kottayam,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Kerala,Wayanad,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Malappuram,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Thiruvananthapuram,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Palakkad,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Kannur,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Alappuzha,0 to 2 Pre Monsoon (in mbgl),1.0
2022,Kerala,Kollam,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Kozhikode,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Kerala,Pathanamthitta,5 to 10 Pre Monsoon (in mbgl),7.5
2022,Kerala,Idukki,2 to 5 Pre Monsoon (in mbgl),3.5
2022,Kerala,Thrissur,5 to 10 Post Monsoon (in mbgl),7.5
2022,Kerala,Ernakulam,5 to 10 Post Monsoon (in mbgl),7.5
2022,Kerala,Kasaragod,5 to 10 Post Monsoon (in mbgl),7.5
2022,Kerala,Kottayam,2 to 5 Post Monsoon (in mbgl),3.5
2022,Kerala,Wayanad,5 to 10 Post Monsoon (in mbgl),7.5
2022,Kerala,Malappuram,5 to 10 Post Monsoon (in mbgl),7.5
2022,Kerala,Thiruvananthapuram,5 to 10 Post Monsoon (in mbgl),7.5
2022,Kerala,Palakkad,2 to 5 Post Monsoon (in mbgl),3.5
