Year,State,District,Water Level,avg_depth
2020,Andaman and Nicobar Islands,South Andaman,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Ross Island,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Neil Island,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Andaman and Nicobar Islands,North Andaman,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Long Island,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Andaman and Nicobar Islands,Havelock Island,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Middle Andaman,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,South Andaman,0 to 2 Post Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Ross Island,0 to 2 Post Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Neil Island,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andaman and Nicobar Islands,North Andaman,0 to 2 Post Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Long Island,0 to 2 Post Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Havelock Island,0 to 2 Post Monsoon (in mbgl),1.0
2020,Andaman and Nicobar Islands,Middle Andaman,0 to 2 Post Monsoon (in mbgl),1.0
2020,Andhra Pradesh,Srikakulam,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Andhra Pradesh,Nellore,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Andhra Pradesh,Prakasam,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Andhra Pradesh,Kurnool,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Andhra Pradesh,Y.S.R. (Kadapa),10 to 20 Pre Monsoon (in mbgl),15.0
2020,Andhra Pradesh,Chittoor,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Andhra Pradesh,Vizianagaram,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Andhra Pradesh,West Godavari,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Andhra Pradesh,Anantapur,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Andhra Pradesh,Visakhapatnam,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Andhra Pradesh,East Godavari,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Andhra Pradesh,Guntur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Andhra Pradesh,Krishna,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Andhra Pradesh,Srikakulam,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andhra Pradesh,Nellore,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andhra Pradesh,Prakasam,5 to 10 Post Monsoon (in mbgl),7.5
2020,Andhra Pradesh,Kurnool,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andhra Pradesh,Y.S.R. (Kadapa),20 to 40 Post Monsoon (in mbgl),30.0
2020,Andhra Pradesh,Chittoor,10 to 20 Post Monsoon (in mbgl),15.0
2020,Andhra Pradesh,Vizianagaram,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andhra Pradesh,West Godavari,10 to 20 Post Monsoon (in mbgl),15.0
2020,Andhra Pradesh,Anantapur,5 to 10 Post Monsoon (in mbgl),7.5
2020,Andhra Pradesh,Visakhapatnam,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andhra Pradesh,East Godavari,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andhra Pradesh,Guntur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Andhra Pradesh,Krishna,2 to 5 Post Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Anjaw,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Namasai,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Upper Siang,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Arunachal Pradesh,Lower Dibang Valley,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Arunachal Pradesh,Lower Subansiri,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Papum Pare,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,East Siang,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,East Kameng,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Tawang,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,West Kameng,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Kamle,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Lepa Rada,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Arunachal Pradesh,Longding,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Dibang Valley,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Kurung Kumey,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Lohit,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Siang,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Pakke Kessang,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Kra Daadi,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Shi Yomi,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Arunachal Pradesh,West Siang,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Upper Subansiri,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Lower Siang,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Arunachal Pradesh,Tirap,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Changlang,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Anjaw,2 to 5 Post Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Namasai,2 to 5 Post Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Upper Siang,5 to 10 Post Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Lower Dibang Valley,2 to 5 Post Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Lower Subansiri,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Papum Pare,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,East Siang,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,East Kameng,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Tawang,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,West Kameng,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Kamle,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Lepa Rada,5 to 10 Post Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Longding,5 to 10 Post Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Dibang Valley,2 to 5 Post Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Kurung Kumey,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Lohit,2 to 5 Post Monsoon (in mbgl),3.5
2020,Arunachal Pradesh,Siang,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Pakke Kessang,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Kra Daadi,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Shi Yomi,5 to 10 Post Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,West Siang,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Upper Subansiri,0 to 2 Post Monsoon (in mbgl),1.0
2020,Arunachal Pradesh,Lower Siang,5 to 10 Post Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Tirap,5 to 10 Post Monsoon (in mbgl),7.5
2020,Arunachal Pradesh,Changlang,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Chirang,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Lakhimpur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Jorhat,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Nagaon,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Sonitpur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Baksa,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Assam,Barpeta,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Darrang,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Udalguri,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,South Salmara Mankachar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Cachar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Dhubri,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,East Karbi Anglong,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Karbi Anglong,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Nalbari,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Assam,West Karbi Anglong,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Bongaigaon,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Kamrup (Metro),0 to 2 Pre Monsoon (in mbgl),1.0
2020,Assam,Kokrajhar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Assam,Dibrugarh,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Dima Hasao,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Assam,Sivasagar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Tinsukia,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Kamrup,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Hailakandi,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Goalpara,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Majuli,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Golaghat,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Assam,Hojai,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Dhemaji,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Karimganj,0 to 2 Pre Monsoon (in mbgl),1.0
2020,Assam,Biswanath,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Charaideo,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Morigaon,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Assam,Chirang,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Lakhimpur,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Jorhat,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Nagaon,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Sonitpur,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Baksa,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Barpeta,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Darrang,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Udalguri,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,South Salmara Mankachar,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Cachar,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Dhubri,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,East Karbi Anglong,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Karbi Anglong,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Nalbari,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,West Karbi Anglong,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Bongaigaon,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Kamrup (Metro),0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Kokrajhar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Dibrugarh,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Dima Hasao,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Sivasagar,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Tinsukia,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Kamrup,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Hailakandi,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Goalpara,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Majuli,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Golaghat,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Hojai,2 to 5 Post Monsoon (in mbgl),3.5
2020,Assam,Dhemaji,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Karimganj,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Biswanath,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Charaideo,0 to 2 Post Monsoon (in mbgl),1.0
2020,Assam,Morigaon,0 to 2 Post Monsoon (in mbgl),1.0
2020,Bihar,Gaya,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Sheikhpura,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Buxar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Katihar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Saharsa,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Kaimur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Khagaria,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Saran,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Munger,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Samastipur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Madhepura,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Sheohar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Purnia,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Siwan,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,East Champaran,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Nalanda,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Kishanganj,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Supaul,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Sitamarhi,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Rohtas,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Nawada,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Patna,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Vaishali,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Begusarai,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Aurangabad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Darbhanga,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,West Champaran,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Bhojpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Banka,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Bhagalpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Gopalganj,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Madhubani,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Jamui,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Muzaffarpur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Lakhisarai,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Arwal,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Jehanabad,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Bihar,Araria,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Bihar,Gaya,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Sheikhpura,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Buxar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Katihar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Saharsa,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Kaimur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Khagaria,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Saran,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Munger,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Samastipur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Madhepura,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Sheohar,0 to 2 Post Monsoon (in mbgl),1.0
2020,Bihar,Purnia,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Siwan,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,East Champaran,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Nalanda,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Kishanganj,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Supaul,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Sitamarhi,0 to 2 Post Monsoon (in mbgl),1.0
2020,Bihar,Rohtas,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Nawada,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Patna,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Vaishali,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Begusarai,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Aurangabad,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Darbhanga,0 to 2 Post Monsoon (in mbgl),1.0
2020,Bihar,West Champaran,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Bhojpur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Banka,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Bhagalpur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Gopalganj,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Madhubani,0 to 2 Post Monsoon (in mbgl),1.0
2020,Bihar,Jamui,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Muzaffarpur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Lakhisarai,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Arwal,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Jehanabad,2 to 5 Post Monsoon (in mbgl),3.5
2020,Bihar,Araria,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chandigarh,Chandigarh,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Chandigarh,Chandigarh,10 to 20 Post Monsoon (in mbgl),15.0
2020,Chhattisgarh,Kondagaon,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Bastar,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Kanker (North Bastar),2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Baloda Bazar,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Mahasamund,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Durg,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Surajpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Janjgir-Champa,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Gariyaband,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Korba,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Surguja,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Jashpur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Balrampur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Raipur,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Bijapur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Rajnandgaon,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Sukma,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Balod,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Bemetara,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Raigarh,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Kawardha/ Kabirdham,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Dantewada,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Narayanpur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Koriya,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Bilaspur,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Mungeli,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Chhattisgarh,Dhamtari,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Chhattisgarh,Kondagaon,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Bastar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Kanker (North Bastar),2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Baloda Bazar,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Mahasamund,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Durg,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Surajpur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Janjgir-Champa,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Gariyaband,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Korba,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Surguja,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Jashpur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Balrampur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Raipur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Bijapur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Rajnandgaon,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Sukma,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Balod,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Bemetara,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Raigarh,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Kawardha/ Kabirdham,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Dantewada,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Narayanpur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Koriya,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Bilaspur,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Mungeli,2 to 5 Post Monsoon (in mbgl),3.5
2020,Chhattisgarh,Dhamtari,2 to 5 Post Monsoon (in mbgl),3.5
2020,Dadra and Nagar Haveli,Dadra and Nagar Haveli,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Dadra and Nagar Haveli,Dadra and Nagar Haveli,2 to 5 Post Monsoon (in mbgl),3.5
2020,Daman and Diu,Diu,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Daman and Diu,Daman,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Daman and Diu,Diu,5 to 10 Post Monsoon (in mbgl),7.5
2020,Daman and Diu,Daman,0 to 2 Post Monsoon (in mbgl),1.0
2020,Delhi,South-East Delhi,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Delhi,North Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Delhi,Central Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Delhi,New Delhi,20 to 40 Pre Monsoon (in mbgl),30.0
2020,Delhi,West Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Delhi,Shahdara,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Delhi,North-East Delhi,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Delhi,East Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Delhi,North-West Delhi,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Delhi,South-West Delhi,10 to 20 Pre Monsoon (in mbgl),15.0
2020,Delhi,South-East Delhi,10 to 20 Post Monsoon (in mbgl),15.0
2020,Delhi,North Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2020,Delhi,Central Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2020,Delhi,New Delhi,20 to 40 Post Monsoon (in mbgl),30.0
2020,Delhi,West Delhi,10 to 20 Post Monsoon (in mbgl),15.0
2020,Delhi,Shahdara,10 to 20 Post Monsoon (in mbgl),15.0
2020,Delhi,North-East Delhi,5 to 10 Post Monsoon (in mbgl),7.5
2020,Delhi,East Delhi,10 to 20 Post Monsoon (in mbgl),15.0
2020,Delhi,North-West Delhi,2 to 5 Post Monsoon (in mbgl),3.5
2020,Delhi,South-West Delhi,10 to 20 Post Monsoon (in mbgl),15.0
2020,Goa,Ponda,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Goa,Bardez,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Goa,Salcete,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Goa,Bicholim,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Goa,Pernem,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Goa,Quepem,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Goa,Satari,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Goa,Mormugao,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Goa,Tiswadi,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Goa,Sanguem,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Goa,Canacona,2 to 5 Pre Monsoon (in mbgl),3.5
2020,Goa,Dharbandora,5 to 10 Pre Monsoon (in mbgl),7.5
2020,Goa,Ponda,10 to 20 Post Monsoon (in mbgl),15.0
2020,Goa,Bardez,2 to 5 Post Monsoon (in mbgl),3.5
2020,Goa,Salcete,0 to 2 Post Monsoon (in mbgl),1.0
2020,Goa,Bicholim,5 to 10 Post Monsoon (in mbgl),7.5
2020,Goa,Pernem,2 to 5 Post Monsoon (in mbgl),3.5
2020,Goa,Quepem,2 to 5 Post Monsoon (in mbgl),3.5
2020,Goa,Satari,10 to 20 Post Monsoon (in mbgl),15.0
2020,Goa,Mormugao,0 to 2 Post Monsoon (in mbgl),1.0
2020,Goa,Tiswadi,2 to 5 Post Monsoon (in mbgl),3.5
2020,Goa,Sanguem,5 to 10 Post Monsoon (in mbgl),7.5
2020,Goa,Canacona,5 to 10 Post Monsoon (in mbgl),7.5
2020,Goa,Dharbandora,5 to 10 Post Monsoon (in mbgl),7.5
